,up_x_R,up_y_R,bottom_x_R,bottom_y_R,left_x_R,left_y_R,right_x_R,right_y_R,med_x_R,med_y_R,up_x_L,up_y_L,bottom_x_L,bottom_y_L,left_x_L,left_y_L,right_x_L,right_y_L,med_x_L,med_y_L,sum_left,sum_right,left_eye_center_x,left_eye_center_y,right_eye_center_x,right_eye_center_y
108,13.0,9.0,26.0,26.0,4.0,21.0,27.0,25.0,15.0,19.0,16.0,11.0,7.0,28.0,4.0,21.0,27.0,22.0,16.0,21.0,966.5765380859375,961.6666870117188,66.3609756098,38.1086439024,29.038048780500002,36.713443902399995
109,1.0,1.0,7.0,25.0,0.0,3.0,25.0,22.0,13.0,13.5,19.0,11.0,20.0,27.0,12.0,22.0,29.0,27.0,21.0,21.0,983.3726196289062,928.6627197265625,67.8018461538,40.2006153846,29.6264615385,37.9876923077
110,8.0,6.0,25.0,26.0,2.0,11.0,28.0,20.0,13.0,13.0,23.0,10.0,29.0,22.0,12.0,21.0,30.0,10.0,21.0,14.0,994.5333251953125,897.1803588867188,69.1825520362,35.583160181,29.967638009,35.9714171946
111,11.0,13.0,14.0,25.0,11.0,13.0,23.0,22.0,17.0,23.0,30.0,1.0,15.0,23.0,13.0,21.0,32.0,4.0,19.0,10.0,1030.13720703125,1053.0902099609375,67.0469019608,37.2887843137,31.154196078400002,39.5319215686
112,13.0,13.0,4.0,25.0,3.0,25.0,19.0,14.0,12.0,15.0,19.0,13.0,28.0,25.0,11.0,16.0,32.0,12.0,20.0,16.0,1028.7803955078125,1049.9019775390625,70.3340307692,37.956430769200004,27.4112,39.1059692308
113,16.0,8.0,23.0,32.0,0.0,20.0,31.0,20.0,14.0,19.0,11.0,10.0,31.0,31.0,2.0,20.0,32.0,24.0,16.0,21.0,924.0784301757812,921.0078735351562,66.5659259259,37.6503703704,30.2838518519,35.266962963000005
114,18.0,1.0,2.0,23.0,0.0,22.0,27.0,18.0,10.0,19.0,16.0,16.0,5.0,26.0,4.0,17.0,24.0,18.0,14.0,19.0,1040.11767578125,1029.423583984375,64.94128301890001,34.6867924528,24.871245283,35.4964528302
115,8.0,11.0,12.0,23.0,6.0,20.0,20.0,22.0,14.0,21.0,19.0,15.0,23.0,26.0,16.0,16.0,23.0,26.0,19.0,24.0,1063.443115234375,1043.1568603515625,67.7970285714,40.9684114286,29.3888,37.6996571429
116,13.0,11.0,13.0,25.0,1.0,16.0,26.0,20.0,15.0,21.0,21.0,10.0,7.0,27.0,5.0,23.0,27.0,20.0,16.0,20.0,1014.015625,1013.5960693359375,67.7767804878,36.8655609756,28.3613658537,38.2607609756
117,18.0,9.0,28.0,27.0,6.0,22.0,31.0,21.0,20.0,20.0,10.0,10.0,7.0,30.0,3.0,23.0,32.0,21.0,16.0,20.0,921.196044921875,996.3921508789062,67.08288,37.3408,31.616,36.48256
118,17.0,10.0,14.0,21.0,13.0,18.0,21.0,11.0,16.0,18.0,12.0,12.0,10.0,24.0,8.0,22.0,22.0,12.0,14.0,19.0,1015.184326171875,1045.63916015625,62.818237762200006,37.3801846154,29.515636363600002,35.8800335664
119,8.0,10.0,15.0,24.0,4.0,12.0,22.0,12.0,14.0,18.0,14.0,10.0,16.0,24.0,9.0,11.0,26.0,12.0,17.5,18.0,996.2470703125,997.7607421875,65.5550075188,37.3194586466,30.716390977399996,37.3194586466
120,16.0,15.0,24.0,25.0,8.0,20.0,28.0,19.0,19.5,20.0,18.0,11.0,13.0,24.0,9.0,18.0,27.0,17.0,16.0,18.0,1004.3765258789062,984.501953125,67.0930285714,35.2318628571,30.6253714286,36.76416
121,21.0,14.0,1.0,26.0,1.0,25.0,26.0,25.0,2.0,23.0,30.0,2.0,29.0,0.0,29.0,1.0,28.0,0.0,29.0,1.0,1084.5372314453125,1067.9647216796875,65.5370322581,37.1608258065,30.592258064499998,36.8148387097
122,17.0,10.0,27.0,28.0,0.0,25.0,30.0,21.0,16.0,23.0,16.0,10.0,6.0,30.0,2.0,23.0,31.0,26.0,15.0,22.0,953.7882690429688,984.7960205078125,65.4604026846,38.0559463087,30.0434899329,38.3439463087
123,17.0,15.0,23.0,25.0,9.0,23.0,26.0,22.0,19.0,20.0,15.0,13.0,18.0,23.0,8.0,18.0,24.0,19.0,14.5,19.0,1018.172607421875,1009.2196044921875,65.1344761905,35.9335619048,32.1059047619,37.2955428571
124,11.0,13.0,14.0,29.0,7.0,14.0,25.0,23.0,15.0,23.0,31.0,0.0,15.0,25.0,8.0,13.0,32.0,16.0,16.0,16.5,988.6000366210938,1002.2548828125,63.2443076923,38.0227692308,28.8670769231,40.4979692308
125,7.0,9.0,29.0,31.0,1.0,18.0,31.0,30.0,13.0,21.0,13.0,18.0,14.0,25.0,7.0,21.0,25.0,24.0,16.5,22.0,1060.458740234375,1013.0980224609375,68.0566153846,38.4018461538,30.1043076923,36.3387692308
126,16.0,10.0,25.0,32.0,0.0,30.0,31.0,23.0,16.5,21.0,16.0,11.0,6.0,31.0,2.0,24.0,31.0,25.0,15.0,22.0,901.6431274414062,922.00390625,67.34836363640001,39.874909090900005,29.6453818182,37.7949090909
127,3.0,0.0,24.0,30.0,1.0,2.0,29.0,20.0,11.0,21.0,5.0,15.0,8.0,24.0,6.0,21.0,22.0,21.0,17.0,19.0,1041.831298828125,998.7372436523438,68.1984,35.4208,25.867520000000003,37.7088
128,1.0,1.0,18.0,32.0,0.0,3.0,30.0,18.0,16.0,19.0,18.0,11.0,28.0,31.0,3.0,15.0,29.0,30.0,13.0,20.0,936.9136962890625,799.054931640625,64.1841777778,35.6306488889,31.4510222222,33.7238755556
129,26.0,1.0,17.0,19.0,3.0,20.0,30.0,18.0,17.0,17.0,32.0,14.0,18.0,19.0,7.0,21.0,32.0,13.0,17.0,16.5,1071.2353515625,1067.2078857421875,65.4628571429,32.6851428571,30.9874285714,33.4514285714
130,10.0,0.0,25.0,32.0,0.0,7.0,29.0,26.0,17.0,14.0,22.0,3.0,10.0,23.0,7.0,16.0,31.0,18.0,18.0,14.5,985.37646484375,953.4588623046875,71.2923870968,32.474090322600006,28.043612903200003,30.7441548387
131,19.0,10.0,16.0,19.0,14.0,19.0,21.0,10.0,17.0,17.0,16.0,10.0,10.0,22.0,10.0,18.0,32.0,18.0,16.0,18.0,1024.7293701171875,1062.7921142578125,63.8229041096,35.2272,30.9113424658,34.9333479452
132,19.0,0.0,12.0,20.0,2.0,0.0,29.0,19.0,13.0,17.0,16.0,15.0,17.0,19.0,6.0,15.0,19.0,18.0,17.0,16.0,1069.1373291015625,1050.0941162109375,66.6162162162,32.608000000000004,27.964540540500003,33.7677837838
133,14.0,10.0,16.0,24.0,10.0,22.0,23.0,23.0,17.5,21.0,18.0,12.0,15.0,26.0,11.0,21.0,23.0,23.0,17.0,22.0,1037.207763671875,1030.796142578125,65.1935438596,39.0718877193,32.577122806999995,37.5665403509
134,14.0,10.0,30.0,30.0,1.0,18.0,31.0,26.0,16.0,19.0,19.0,10.0,11.0,27.0,7.0,21.0,26.0,19.0,19.0,20.0,1045.6549072265625,962.294189453125,68.1411891892,34.722356756799996,30.456,35.8819459459
135,6.0,14.0,26.0,24.0,3.0,16.0,26.0,24.0,14.0,19.0,16.0,14.0,16.0,23.0,10.0,22.0,24.0,21.0,16.0,19.0,1040.058837890625,987.8549194335938,65.4488053691,36.214357047,29.8244295302,36.5040322148
136,4.0,0.0,8.0,26.0,0.0,4.0,18.0,1.0,9.0,12.0,13.0,23.0,21.0,24.0,14.0,22.0,21.0,24.0,17.0,23.0,1072.803955078125,1045.5804443359375,66.1421714286,38.4603428571,28.9590857143,38.4603428571
137,13.0,11.0,28.0,32.0,0.0,17.0,30.0,32.0,14.0,19.0,20.0,11.0,12.0,29.0,7.0,23.0,28.0,17.0,17.5,20.0,1022.7255249023438,936.5411376953125,68.9457021277,36.099812766,29.3896170213,37.3169021277
138,14.0,10.0,25.0,27.0,4.0,22.0,27.0,25.0,15.0,19.0,32.0,0.0,11.0,27.0,4.0,21.0,32.0,9.0,15.5,20.0,931.7412109375,949.7960815429688,65.9899354839,38.1473032258,28.9687741935,37.109341935500005
139,0.0,6.0,7.0,32.0,0.0,6.0,29.0,20.0,15.0,20.0,13.0,10.0,13.0,32.0,2.0,17.0,32.0,11.0,12.0,18.0,955.8391723632812,829.2274169921875,61.8940858896,34.5370306748,32.1511656442,35.3268220859
140,3.0,1.0,23.0,30.0,2.0,0.0,29.0,25.0,12.0,21.0,5.0,15.0,7.0,24.0,6.0,15.0,21.0,18.0,13.0,19.0,1044.8980712890625,994.7333374023438,66.6892307692,34.8836923077,27.0861538462,36.5335384615
141,3.0,0.0,18.0,32.0,0.0,3.0,31.0,17.0,15.0,18.0,31.0,3.0,11.0,32.0,3.0,19.0,32.0,11.0,14.0,19.0,919.9764404296875,779.070556640625,62.858730538900005,34.6893413174,33.314299401199996,33.1475928144
142,17.0,14.0,14.0,23.0,6.0,23.0,16.0,22.0,13.0,21.0,15.0,16.0,20.0,25.0,17.0,22.0,24.0,22.0,20.0,22.0,1064.4627685546875,1059.960693359375,68.04072727270001,39.1720727273,29.2980363636,37.3521454545
143,19.0,14.0,21.0,27.0,11.0,21.0,28.0,20.0,21.0,21.0,29.0,1.0,13.0,25.0,8.0,19.0,32.0,16.0,16.0,18.0,982.5372314453125,982.8627319335938,66.1014039735,36.291433112600004,32.574516556300004,37.1438622517
144,10.0,6.0,26.0,25.0,3.0,20.0,27.0,22.0,17.0,18.0,17.0,6.0,5.0,29.0,0.0,22.0,30.0,18.0,13.0,18.0,924.196044921875,928.203857421875,64.8560536913,34.5261744966,25.983785234899997,34.2382389262
145,13.0,10.0,29.0,31.0,0.0,18.0,29.0,30.0,14.0,17.0,16.0,12.0,9.0,27.0,6.0,21.0,25.0,13.0,15.0,18.0,1029.7451171875,917.925537109375,65.688,35.4231085714,28.607314285700003,35.1166628571
146,6.0,7.0,28.0,25.0,1.0,12.0,30.0,22.0,12.0,20.0,32.0,2.0,12.0,24.0,5.0,26.0,31.0,20.0,19.0,20.0,1053.2117919921875,999.2196044921875,65.7795555556,36.0311111111,29.2328888889,36.0311111111
147,9.0,7.0,28.0,31.0,1.0,15.0,29.0,30.0,17.0,21.0,21.0,9.0,9.0,28.0,5.0,23.0,24.0,24.0,16.0,22.0,1022.8862915039062,1011.7176513671875,67.79645901640001,38.6056131148,30.1676065574,37.9022163934
148,15.0,12.0,15.0,28.0,5.0,27.0,20.0,26.0,13.0,26.0,31.0,1.0,19.0,27.0,10.0,10.0,32.0,3.0,20.0,22.0,1007.8588256835938,1046.7764892578125,66.7121538462,38.2629230769,28.3467692308,41.5629230769
149,11.0,11.0,26.0,30.0,0.0,22.0,29.0,22.0,14.5,15.0,19.0,11.0,7.0,25.0,6.0,18.0,31.0,24.0,16.5,19.0,1027.13330078125,945.447021484375,66.4710243902,36.3299902439,30.1947317073,36.678790243899996
150,10.0,11.0,3.0,32.0,0.0,19.0,29.0,20.0,18.0,19.0,17.0,11.0,9.0,31.0,3.0,18.0,25.0,13.0,12.0,18.0,1021.4549560546875,950.98046875,64.7281437126,36.7570778443,30.0457005988,35.9867784431
151,14.0,10.0,24.0,24.0,9.0,23.0,23.0,23.0,17.0,21.0,19.0,12.0,18.0,26.0,11.0,24.0,24.0,24.0,17.0,23.0,1037.88623046875,1029.533447265625,65.8495214724,39.798596319,31.8955582822,37.9561030675
152,1.0,14.0,0.0,22.0,0.0,17.0,25.0,20.0,1.0,18.5,3.0,22.0,4.0,17.0,4.0,17.0,3.0,20.0,3.0,20.5,1085.38037109375,1070.298095703125,65.318540146,36.911789780999996,30.5574306569,32.2143766423
153,4.0,1.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,3.0,31.0,4.0,32.0,19.0,31.0,6.0,32.0,19.0,32.0,11.5,1058.8236083984375,1086.827392578125,63.7092173913,36.776626087,31.998608695700003,37.7092869565
154,0.0,2.0,0.0,26.0,0.0,3.0,27.0,24.0,18.5,18.5,7.0,20.0,7.0,20.0,7.0,20.0,7.0,20.0,7.0,20.0,1088.180419921875,1060.9765625,67.1470866142,37.1096692913,30.3246614173,34.7444409449
155,32.0,14.0,13.0,21.0,8.0,20.0,31.0,15.0,15.0,19.0,8.0,16.0,20.0,20.0,8.0,15.0,20.0,20.0,18.0,19.0,1072.2744140625,1065.4039306640625,68.4881454545,33.5725090909,29.4850909091,34.742574545500005
156,1.0,22.0,1.0,25.0,1.0,22.0,1.0,25.0,1.0,23.5,30.0,2.0,32.0,5.0,30.0,2.0,32.0,5.0,32.0,4.0,1086.5059814453125,1080.61572265625,66.7700869565,39.6258782609,30.5822608696,39.6258782609
157,9.0,9.0,28.0,31.0,0.0,24.0,27.0,32.0,14.0,20.0,16.0,9.0,8.0,28.0,4.0,23.0,29.0,20.0,16.5,19.5,989.0430908203125,982.3372802734375,68.1329454545,36.76608,27.180218181799997,37.5461236364
158,8.0,7.0,25.0,24.0,1.0,13.0,24.0,23.0,11.0,13.0,27.0,12.0,19.0,24.0,11.0,16.0,27.0,24.0,19.0,15.0,1013.5333251953125,937.5176391601562,68.1710239234,37.3945263158,28.757741626799998,36.3683827751
159,7.0,7.0,29.0,24.0,1.0,10.0,31.0,17.0,14.0,20.0,12.0,15.0,4.0,25.0,3.0,20.0,26.0,21.0,15.0,21.0,1036.054931640625,996.7803955078125,67.26303030300001,36.0290909091,28.6933333333,35.162181818200004
160,14.0,10.0,24.0,24.0,10.0,22.0,24.0,13.0,17.0,21.0,31.0,1.0,19.0,25.0,11.0,22.0,31.0,2.0,18.0,22.0,1024.670654296875,1023.7960815429688,65.8623233533,38.8225149701,32.7216287425,37.794682634699996
161,18.0,13.0,20.0,28.0,8.0,21.0,28.0,19.0,19.0,20.0,29.0,1.0,13.0,26.0,8.0,19.0,31.0,6.0,16.0,19.0,926.6353149414062,914.3372802734375,67.1140699301,36.5631104895,31.411468531500002,37.1631440559
162,13.0,10.0,16.0,25.0,7.0,22.0,24.0,23.0,16.0,20.0,18.0,9.0,18.0,24.0,10.0,20.0,32.0,8.0,16.0,19.5,1025.039306640625,1011.7647094726562,64.4867065868,36.5687568862,31.346011976,37.8532598802
163,0.0,0.0,25.0,19.0,0.0,0.0,25.0,19.0,1.0,0.0,4.0,19.0,4.0,19.0,4.0,19.0,4.0,19.0,4.0,19.0,1088.13330078125,1086.39208984375,65.577442623,38.1112131148,27.949377049200002,40.2216393443
164,6.0,11.0,15.0,24.0,2.0,12.0,22.0,20.0,14.0,14.5,18.0,12.0,28.0,26.0,11.0,15.0,29.0,24.0,19.0,16.0,999.4431762695312,983.5843505859375,66.9475359116,38.6667845304,31.155447513800002,37.4813701657
165,6.0,6.0,22.0,28.0,0.0,10.0,24.0,23.0,12.0,17.0,20.0,8.0,28.0,26.0,7.0,24.0,29.0,12.0,19.0,19.5,935.549072265625,904.7058715820312,66.0453146853,39.4331748252,28.6241118881,37.321174825199996
166,4.0,6.0,20.0,19.0,4.0,6.0,19.0,17.0,11.0,15.0,21.0,8.0,18.0,20.0,14.0,9.0,24.0,17.0,19.0,11.0,1037.87841796875,1019.317626953125,68.928,33.7899547826,26.397913043499997,33.0437843478
167,20.0,6.0,12.0,21.0,6.0,18.0,21.0,19.0,14.0,18.0,19.0,7.0,18.0,24.0,11.0,19.0,29.0,22.0,19.0,21.0,1023.7568359375,1046.701904296875,67.9316018957,36.9393440758,28.6885308057,34.2960227488
168,12.0,12.0,7.0,25.0,3.0,13.0,23.0,14.0,15.0,16.0,17.0,13.0,7.0,29.0,5.0,27.0,27.0,16.0,17.0,20.0,994.9686279296875,992.0157470703125,65.6080427807,39.2588663102,31.6527914439,37.8825240642
169,0.0,1.0,0.0,29.0,0.0,3.0,23.0,23.0,15.0,22.0,18.0,3.0,20.0,28.0,4.0,21.0,29.0,22.0,15.5,20.0,915.62353515625,979.11767578125,67.6842666667,34.4725333333,27.1648,38.28608
170,3.0,13.0,27.0,26.0,1.0,14.0,28.0,23.0,14.0,19.0,19.0,14.0,19.0,25.0,8.0,20.0,29.0,23.0,18.0,20.0,1001.321533203125,942.0196533203125,68.2803478261,37.697113043499996,29.107478260900002,36.7644521739
171,4.0,10.0,21.0,32.0,0.0,18.0,26.0,25.0,15.5,22.0,11.0,10.0,6.0,27.0,3.0,22.0,26.0,25.0,13.5,21.0,973.800048828125,874.4039306640625,64.8202926829,38.4780487805,30.2883902439,38.4780487805
172,16.0,11.0,29.0,30.0,3.0,16.0,30.0,27.0,16.0,18.0,16.0,12.0,10.0,26.0,9.0,17.0,24.0,20.0,17.0,18.0,1055.1451416015625,959.98828125,66.9820540541,35.2332972973,31.0358918919,35.2332972973
173,2.0,1.0,15.0,28.0,0.0,5.0,27.0,27.0,17.0,22.0,29.0,0.0,14.0,25.0,10.0,14.0,32.0,19.0,28.0,14.0,972.7686767578125,1021.7568969726562,63.5868070175,37.9490807018,32.4755087719,39.4543157895
174,8.0,7.0,26.0,26.0,4.0,20.0,28.0,22.0,17.0,18.0,10.0,8.0,4.0,29.0,1.0,15.0,29.0,21.0,13.0,18.0,927.427490234375,916.5999755859375,64.81870129869999,34.944374026,26.6518441558,34.665787013
175,11.0,10.0,16.0,23.0,4.0,12.0,23.0,21.0,15.0,17.0,13.0,13.0,16.0,26.0,9.0,16.0,25.0,25.0,17.0,20.0,997.9058837890625,993.0941162109375,64.9740895522,39.4817910448,30.3954626866,36.9205970149
176,12.0,12.0,18.0,31.0,5.0,26.0,27.0,22.0,17.0,22.0,22.0,7.0,20.0,25.0,10.0,17.0,26.0,21.0,17.0,19.0,969.0117797851562,932.792236328125,67.3230422535,36.3630422535,29.5565070423,39.3844056338
177,4.0,12.0,22.0,26.0,1.0,15.0,26.0,24.0,14.0,19.0,12.0,12.0,18.0,23.0,6.0,19.0,26.0,22.0,15.5,19.0,1000.2745361328125,913.7882080078125,65.5401526718,36.0340030534,28.314870229,35.7045251908
178,13.0,15.0,23.0,24.0,11.0,16.0,26.0,24.0,17.0,21.0,31.0,0.0,15.0,21.0,11.0,12.0,32.0,9.0,22.0,11.0,1012.2039184570312,1031.1568603515625,65.1675428571,35.4048,31.8253714286,39.3270857143
179,3.0,0.0,22.0,29.0,0.0,3.0,27.0,22.0,14.0,19.0,16.0,10.0,7.0,29.0,3.0,20.0,27.0,23.0,16.0,20.0,976.8862915039062,931.8314208984375,66.8128,38.1092,29.9872,37.036640000000006
180,12.0,11.0,10.0,28.0,6.0,26.0,19.0,25.0,12.0,25.0,30.0,0.0,21.0,25.0,9.0,23.0,32.0,15.0,20.0,21.0,1004.9725952148438,1048.929443359375,65.58902857140001,37.2548571429,27.7933714286,40.319542857100004
181,8.0,6.0,4.0,23.0,5.0,21.0,20.0,19.0,12.0,18.0,17.0,0.0,23.0,19.0,14.0,1.0,28.0,16.0,21.0,13.0,1009.192138671875,1029.14111328125,69.8622089552,33.7757373134,27.5992835821,36.3370746269
182,14.0,16.0,16.0,25.0,7.0,24.0,18.0,16.0,15.0,22.0,18.0,14.0,20.0,23.0,15.0,15.0,25.0,21.0,18.0,20.0,1037.37646484375,1050.0078125,66.9024950495,37.3881980198,30.3711683168,39.0873029703
183,15.0,10.0,24.0,23.0,10.0,21.0,23.0,22.0,17.0,20.0,18.0,12.0,16.0,25.0,10.0,23.0,23.0,12.0,16.0,22.0,1040.85888671875,1030.2313232421875,64.889183432,38.772695858,31.632852071,36.9956733728
184,3.0,3.0,2.0,24.0,1.0,4.0,19.0,11.0,2.0,10.0,14.0,17.0,15.0,10.0,15.0,17.0,14.0,17.0,15.0,10.0,1085.38818359375,1061.948974609375,68.3950344828,36.863337931,29.9304827586,36.863337931
185,15.0,12.0,13.0,22.0,6.0,21.0,17.0,13.0,13.0,19.5,18.0,13.0,17.0,23.0,16.0,20.0,23.0,21.0,19.0,20.0,1064.2823486328125,1056.98046875,66.8114011976,37.0496766467,28.7896526946,36.2788023952
186,17.0,13.0,25.0,24.0,17.0,13.0,25.0,24.0,24.0,17.0,14.0,12.0,4.0,18.0,4.0,17.0,17.0,12.0,14.0,13.0,1074.02734375,1068.01953125,66.57225,38.770275,28.69725,38.770275
187,12.0,1.0,22.0,24.0,9.0,21.0,24.0,21.0,17.0,20.0,32.0,3.0,14.0,22.0,7.0,17.0,32.0,12.0,13.0,17.5,1020.9725952148438,1015.6038818359375,62.76970212770001,35.515097872300004,30.515744680900003,37.0364595745
188,10.0,10.0,20.0,24.0,3.0,13.0,30.0,22.0,16.0,21.0,11.0,17.0,22.0,24.0,3.0,23.0,22.0,23.0,13.0,23.0,1050.60791015625,1022.5450439453125,65.6833761468,38.214165137600006,29.4711192661,38.214165137600006
189,11.0,8.0,22.0,21.0,12.0,17.0,22.0,20.0,16.0,17.0,17.0,8.0,17.0,22.0,9.0,19.0,32.0,16.0,16.0,16.0,959.6275024414062,1021.3489990234375,64.68072727270001,34.9858909091,29.5781818182,34.3358545455
190,16.0,10.0,28.0,27.0,3.0,17.0,30.0,24.0,19.0,21.0,13.0,11.0,7.0,29.0,2.0,23.0,31.0,26.0,15.0,21.0,918.7843627929688,961.5255126953125,65.06598726109999,37.575133758,30.633783439499997,37.0284840764
191,13.0,11.0,17.0,23.0,11.0,11.0,22.0,24.0,16.0,19.0,15.0,10.0,11.0,24.0,9.0,23.0,19.0,19.0,14.0,19.0,1041.447021484375,1042.2392578125,63.8599344262,35.838950819699996,31.272393442600002,36.5422688525
192,14.0,14.0,19.0,25.0,9.0,21.0,25.0,20.0,18.0,19.0,15.0,11.0,9.0,23.0,7.0,17.0,22.0,20.0,13.0,18.0,1017.5333251953125,1005.431396484375,63.9534545455,35.088581818200005,30.8007272727,37.0386909091
193,12.0,11.0,5.0,27.0,1.0,16.0,22.0,22.0,14.0,16.0,13.0,12.0,7.0,29.0,5.0,22.0,27.0,25.0,17.0,20.0,984.2509765625,970.5137329101562,65.846557377,39.5252459016,30.6801311475,38.821770491799995
194,1.0,1.0,21.0,27.0,0.0,3.0,23.0,22.0,17.0,19.0,32.0,0.0,14.0,29.0,8.0,27.0,32.0,5.0,16.0,20.0,916.7529907226562,998.4117431640625,64.4402424242,37.504193939400004,29.3372121212,37.0708363636
195,12.0,15.0,4.0,29.0,3.0,27.0,21.0,25.0,14.0,24.0,14.0,12.0,28.0,27.0,4.0,24.0,28.0,28.0,12.5,21.0,984.3450927734375,1021.87451171875,65.8274042553,39.9863829787,28.0966808511,41.5074042553
196,13.0,10.0,27.0,28.0,2.0,25.0,30.0,25.0,18.0,21.0,9.0,10.0,7.0,29.0,3.0,21.0,31.0,23.0,15.0,21.0,959.933349609375,981.8509521484375,65.1270193548,36.5828129032,31.3579354839,37.413367741900004
197,15.0,10.0,22.0,23.0,12.0,10.0,24.0,22.0,18.0,21.0,32.0,3.0,19.0,23.0,14.0,21.0,32.0,0.0,19.0,11.0,1047.074462890625,1036.11376953125,68.68864,38.1024,32.07744,37.816320000000005
198,13.0,9.0,5.0,32.0,0.0,26.0,30.0,20.0,16.0,18.0,16.0,11.0,32.0,31.0,4.0,18.0,29.0,15.0,15.0,19.0,973.6784057617188,855.63134765625,65.9637073171,34.420097561,31.1707317073,32.589073170700004
199,19.0,11.0,23.0,23.0,16.0,19.0,24.0,21.0,20.0,19.0,15.0,11.0,18.0,24.0,9.0,13.0,23.0,13.0,15.0,19.0,1002.3411865234375,1045.172607421875,65.2107906977,37.1923348837,32.9503255814,36.1946046512
200,13.0,11.0,12.0,27.0,3.0,26.0,21.0,22.0,13.0,24.0,18.0,8.0,24.0,27.0,7.0,21.0,30.0,25.0,19.0,21.0,993.066650390625,1034.4627685546875,67.98096,38.58912,27.437279999999998,40.090559999999996
201,8.0,10.0,19.0,26.0,2.0,20.0,23.0,16.0,13.0,18.0,23.0,10.0,17.0,24.0,6.0,17.0,29.0,14.0,17.0,17.0,909.2156982421875,903.63525390625,65.0599646018,35.528920354,26.3333097345,36.0985486726
202,12.0,9.0,25.0,32.0,3.0,21.0,28.0,30.0,18.5,22.0,19.0,23.0,22.0,27.0,13.0,24.0,25.0,26.0,20.0,25.0,1057.01953125,986.0587768554688,68.8218461538,41.2643076923,27.5686153846,36.7264615385
203,14.0,10.0,26.0,28.0,1.0,28.0,29.0,25.0,18.0,21.0,11.0,10.0,6.0,30.0,1.0,23.0,31.0,26.0,14.0,21.0,913.6470947265625,977.556884765625,64.84864,37.05472,29.95392,37.05472
204,7.0,6.0,13.0,24.0,2.0,9.0,24.0,22.0,13.0,16.0,19.0,11.0,19.0,27.0,9.0,20.0,29.0,14.0,19.0,19.0,925.509765625,903.37255859375,66.5787042254,39.9407323944,29.1981971831,36.597633802800004
205,0.0,1.0,25.0,26.0,0.0,3.0,28.0,20.0,16.0,18.0,12.0,12.0,7.0,28.0,4.0,21.0,28.0,23.0,16.0,20.0,948.0117797851562,936.937255859375,65.8130526316,38.3747368421,30.060631578899997,36.1167157895
206,13.0,8.0,23.0,32.0,4.0,18.0,30.0,27.0,18.0,19.0,17.0,11.0,21.0,22.0,15.0,11.0,24.0,21.0,19.0,20.0,1059.86279296875,973.2391967773438,67.502961039,36.1446233766,30.1714285714,33.6374025974
207,15.0,11.0,29.0,31.0,3.0,15.0,30.0,31.0,17.0,18.0,12.0,15.0,10.0,26.0,9.0,26.0,25.0,17.0,17.0,18.0,1052.13330078125,940.552978515625,67.53834965029999,35.1225734266,30.636083916100002,35.1225734266
208,13.0,10.0,23.0,22.0,14.0,11.0,24.0,20.0,19.0,17.0,14.0,10.0,16.0,23.0,9.0,12.0,24.0,11.0,15.0,18.0,991.929443359375,1030.552978515625,64.975872,35.310489600000004,32.026368,34.9672704
209,15.0,16.0,16.0,23.0,9.0,21.0,23.0,23.0,16.0,20.0,15.0,14.0,10.0,22.0,9.0,19.0,23.0,19.0,15.0,18.0,1040.61572265625,1038.921630859375,64.5400519481,35.1596883117,29.995012987,36.8312103896
210,14.0,10.0,19.0,27.0,7.0,21.0,28.0,22.0,18.0,19.0,32.0,0.0,17.0,28.0,1.0,14.0,32.0,4.0,15.0,18.0,870.0117797851562,972.8235473632812,65.8507636364,35.962559999999996,30.3578181818,35.962559999999996
211,3.0,13.0,26.0,29.0,0.0,16.0,29.0,24.0,15.0,21.0,19.0,14.0,14.0,27.0,5.0,25.0,31.0,23.0,17.0,21.0,948.1489868164062,898.4157104492188,71.4757565217,37.261773913,26.7072,37.261773913
212,5.0,9.0,17.0,26.0,1.0,20.0,23.0,18.0,13.0,17.0,26.0,9.0,18.0,24.0,7.0,15.0,30.0,14.0,18.0,16.0,888.811767578125,874.3489990234375,66.2942222222,35.073511111100004,26.171999999999997,35.6693777778
213,9.0,13.0,19.0,26.0,10.0,13.0,21.0,26.0,16.0,24.0,30.0,1.0,20.0,24.0,13.0,10.0,32.0,3.0,19.0,12.0,1028.1607666015625,1037.14111328125,69.677462069,39.7122206897,30.0288,40.6000551724
214,23.0,20.0,23.0,20.0,23.0,20.0,23.0,20.0,23.0,20.0,2.0,19.0,2.0,19.0,2.0,19.0,2.0,19.0,2.0,19.0,1088.10986328125,1088.1490478515625,63.764974789899995,38.1797647059,24.467092436999998,40.704
215,19.0,10.0,26.0,28.0,2.0,25.0,29.0,23.0,18.0,21.0,8.0,11.0,5.0,30.0,1.0,24.0,31.0,21.0,13.5,21.0,949.2666015625,963.4588012695312,63.812740740699994,36.9451851852,31.2379259259,36.6802962963
216,17.0,9.0,19.0,27.0,8.0,18.0,29.0,23.0,18.0,18.0,17.0,9.0,17.0,26.0,4.0,17.0,27.0,17.0,15.0,18.0,916.066650390625,972.8196411132812,66.86796330279999,34.6635743119,30.655706421999998,35.0572623853
